id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet
1353326060218306560,Keith Parkins,near Guildford,"Writer, thinker, deep ecologist, social commentator, activist, enjoys music, literature, speciality coffee, craft beer and good food. https://t.co/ipnpBaJJSw",2009-06-30 16:13:04,2899,66,56912,False,2021-01-24 12:57:30,@HeathrowNo @piersmorgan @BorisJohnson @MattHancock @nadhimzahawi There is no data to support delaying second vacci… https://t.co/B8weHqBRMl,,Twitter Web App,0,0,False
1413378395686141956,アンジェリー 💛 안젤리,,"「00:00」
shine。dream。smile。
七転び八起き。💛 
~random 🇯🇵🇰🇷-related spazzing twt/rt/qt esp on コナン、あつ森、방탄、アニメ、マンガ、음악
방탄의스파즈아뒤: @kookiejelly_🔎💜

p.s. i tweet a lot",2009-11-16 13:29:32,1441,1332,23084,False,2021-07-09 06:04:03,Jabbed for the 2nd time! 🥰🥰 #covax #pfizerbiontech #mandavax https://t.co/ixPQ1lbg87,"['covax', 'pfizerbiontech', 'mandavax']",Twitter for iPhone,0,3,False
1438170620924026883,Ironix,"Seattle, WA",,2015-05-31 22:25:34,22,398,1295,False,2021-09-15 15:59:30,"@washingtonpost Please 

Stop

The 

Regret

Stories.

It doesn’t change minds.
It doesn’t change behavior.
It does… https://t.co/4KzZBbVKEU",,Twitter for iPad,0,0,False
1427950458069344257,ActivistBowen (PFIZERED TO THE MAX!/GET VAXXED!),Hong Kong,"person, blogger, dissident, son, brother, friend NOT a 1-man show; RTs = IMPORTANCE, NOT NECESSARILY ENDORSEMENTS; disagree RESPECTFULLY",2011-06-08 20:17:01,3958,5001,5022,False,2021-08-18 11:08:13,"4. a) so, just to get on #XIJINPING/carrie LAME #CARRIELAM NERVES, DON'T get #SINOPHARM/#SINOVAC/get THIS BEFORE it… https://t.co/z2L4q5nQQ2","['XIJINPING', 'CARRIELAM', 'SINOPHARM', 'SINOVAC']",Twitter Web App,0,0,False
1462377313899745281,theSun,Petaling Jaya,Breaking news updates from the website of Malaysia's free and largest circulating urban newspaper. Like Thesundaily on Facebook & Instagram.,2009-07-29 01:58:44,151937,465,593,False,2021-11-21 11:08:15,"The number of Covid-19 cases today, 21 November 2021.
Remember to observe safety and protective measures when you’r… https://t.co/G12K7m0KDz",,Twitter Web App,1,10,False
1429825877848756224,Planet Ponzi,"London, UK","The financial system will never be worthy of trust while any institution is TBTF. Heads I win, tails you bail me out: that’s not capitalism, it's extortion.",2011-07-29 15:36:05,22818,7694,12149,False,2021-08-23 15:20:28,"#NEWS: #MedicalTyranny Is Not #Science 

#FDA Is 100% Political. Grants Full Approval To #PfizerBiontech  #COVID19… https://t.co/lSvaMDe28X","['NEWS', 'MedicalTyranny', 'Science', 'FDA', 'PfizerBiontech', 'COVID19']",Twitter Web App,4,19,False
1340209434107105280,S K Ditta ((( Sunny ))),"New Delhi, India","Foremost, I am a #thinker, and also try to be a listener. Interested in #art, #reading, #science, #mysticism, #music and #poetry. I love to write. #amwriting",2017-02-22 07:27:28,3639,4985,43575,False,2020-12-19 08:16:43,"@ABC Yes, #FauciHero is talking about the sweetness of the kickbacks from #PfizerBioNTech and other pharma companie… https://t.co/GuqUXeljq3","['FauciHero', 'PfizerBioNTech']",Twitter Web App,0,0,False
1347358325957140481,Ken Chan (he/him),"Toronto, Ontario","Ken’s personal account. Tweets, ReTweets, Replies are my own views - they don’t represent the views of my employer & organizations I’m associated with🇨🇦🏳️‍🌈",2009-04-27 22:33:47,1632,481,3619,False,2021-01-08 01:43:52,Ontario’s vaccination sites have made great progress to get vaccines into the arms of our health care heroes and se… https://t.co/vnhzt9RHAM,,Twitter for iPhone,0,0,False
1396550281450729483,Ross Whiteford,"Toronto, Canada","Scotsman. Immigrant. Canadian. Aficionado of craft booze, longform writing, politics, research & analysis, and Oxford commas; fan of the mighty semi-colon.",2008-11-25 15:17:11,214,499,5173,False,2021-05-23 19:35:08,#COVID vaccination #1 done. #PfizerBioNTech #Ottawa #PublicHealth #vaccinated,"['COVID', 'PfizerBioNTech', 'Ottawa', 'PublicHealth', 'vaccinated']",Twitter for Android,0,3,False
1371077764829347842,DIF 🇪🇺,,"""Health is not everything, but without health, everything is nothing"", Arthur Schopenhauer, 1788-1860. Take care and cherish ephemeral life.",2020-08-07 21:41:59,50,581,4947,False,2021-03-14 12:36:27,"#AstraZeneca is safe. Believe the statistics, do your maths. Stay rational. Don‘t panic. Stay reflected and in cont… https://t.co/rxGYmc2nQm",['AstraZeneca'],Twitter for iPhone,0,2,False
1361665860587249668,ActivistBowen,Hong Kong,"person, web writer, dissident, son, brother, friend; NOT a 1-man show; RTs = IMPORTANCE, NOT NECESSARILY ENDORSEMENTS; REASONABLENESS over loyalty",2011-06-08 20:17:01,3789,5004,4860,False,2021-02-16 13:16:54,"2. HOT topic...,CONTINUED/AGAIN/STILL (February 16, 2021; 20:10 HKT) #PFIZERBIONTECH #PFIZER","['PFIZERBIONTECH', 'PFIZER']",Twitter Web App,0,0,False
1425138726443835397,☠ Ragnar ☠,Miðgarðr,"@ElevenPaths CSA, @ISC2 Board of Directors, @8dot8 CoFounder & CEO, @info_CCI Coordinator, host of the #8punto8 program. https://t.co/fabh5wAkW5",2009-08-13 22:52:12,4266,666,14036,False,2021-08-10 16:55:24,3rd dose with #PfizerBiontech ✅#Hack2Covid #8punto8LasVegas #Defcon29 🏴‍☠️🦾💪🏽🤟🏽😎 https://t.co/4c5iOProCp,"['PfizerBiontech', 'Hack2Covid', '8punto8LasVegas', 'Defcon29']",Twitter for iPhone,1,7,False
1353652536595644417,360 on History,United Kingdom,"Mostly science, but also history.
https://t.co/4OnYUzyjQX",2017-06-21 11:32:45,819,806,1,False,2021-01-25 10:34:49,"All you ever wanted to know about RNA Vaccines - What are they? FAQs by 360 on History

#ScienceTwitter #medicines… https://t.co/LLqb80in1I","['ScienceTwitter', 'medicines']",Buffer,0,0,False
1368104799749701633,Tracey. ⚕️😷Democracy has prevailed!~JB *Fuck45~Me,"Don't be a TWAT, YOU TWAT ~ NJ","Laughing at you, likely. #RN #Yankees #MLB #Nerd #Gamer Lover/Fighter/Triple Dog Darer! #NYR #NYG If you're not scared, you're either lying or dead #GoodTrouble",2009-06-30 05:43:25,2862,1833,39463,False,2021-03-06 07:42:57,"It's still #Friday somewhere! Weeeeeeeee! So happy f*cking Friday, good people! (And you mediocre ones too.) Wear a… https://t.co/VYux8UOnHX",['Friday'],Twitter for Android,0,2,False
1344318455609139201,Ashwath,"Hyderabad, India",interested in politics and satire,2011-06-12 16:32:37,27,27,926,False,2020-12-30 16:24:30,"May all your efforts go in Vein !

#AstraZeneca
#PfizerBioNTech 
#Covaxin 
#covishield 
#Sputnik
#seruminstitute 
#CoronaVaccine","['AstraZeneca', 'PfizerBioNTech', 'Covaxin', 'covishield', 'Sputnik', 'seruminstitute', 'CoronaVaccine']",Twitter Web App,3,0,False
1357386740856737794,Evidence-Based Cybersecurity Research Group,"Georgia, USA",EBCS conducts empirical research to analyze the effectiveness of cybersecurity intervention systems and investigate the human factor in cybercrime. #TechNews,2018-08-22 12:40:31,465,296,120,False,2021-02-04 17:53:12,"The #CovidVaccine ads are popping up all over #darknet markets! Here, a cybercriminal is advertising the… https://t.co/cA4YJRnTha","['CovidVaccine', 'darknet']",Twitter Web App,0,1,False
1420071437256245250,Sarah,"Glasgow, Scotland","Software engineer who likes coffee, wine, ridiculous reality tv and quizzing. She/her. Views are my own.",2009-01-27 18:39:13,195,867,1454,False,2021-07-27 17:19:48,2nd #vaccine? Completed it mate #PfizerVaccine #Pfizer #PfizerBioNTech,"['vaccine', 'PfizerVaccine', 'Pfizer', 'PfizerBioNTech']",Twitter for iPhone,0,0,False
1349811947932442624,CalmYourSillyHaase,"Kalamazoo, MI",Wishes that STUPIDITY was painful and Snarky paid well.... #AllCaps hockey. Northern Virginia transplant invading the Midwest. #RESISTANCE,2009-05-21 17:05:03,2552,3161,22687,False,2021-01-14 20:13:41,"@MysterySolvent I received my 2nd dose yesterday.
#PfizerBioNTech 
#KalamazooRepresent","['PfizerBioNTech', 'KalamazooRepresent']",Twitter Web App,0,3,False
1354102520109543424,Becca Walker,,Becca is a post doctoral fellow working under the supervision of Dr F Qian in the Baltimore PKD center,2019-04-17 01:50:55,61,142,239,False,2021-01-26 16:22:53,"Got my vaccination today! Feeling thankful for all the work that has gone into that tiny, second-long jab… https://t.co/wi4GtiSN16",,Twitter for Android,0,4,False
1446209267128848385,Martin,"Greater Manchester, UK",🏳️‍🌈#mentalhealth #ocd #veggie,2020-10-11 10:15:20,106,280,181,False,2021-10-07 20:22:13,so @pfizer using aborted foetal tissues to test their vaccine...absolutely scandalous and unforgivable!… https://t.co/6nYNmESKbM,,Twitter Web App,0,0,False
1367372363327811584,Sepp,England,I love my kids and grandchildren. Looking forward to retirement to spend more time with them.,2011-01-29 21:12:10,498,174,38,False,2021-03-04 07:12:30,After your second jab you can hear Radio Caroline again #PfizerBiontech,['PfizerBiontech'],Twitter for Android,0,0,False
1376580793640779779,Martin Duenas,US|EU|Japan,OniX - Connecting Ideas to Opportunities,2012-07-08 01:22:28,58,112,5,False,2021-03-29 17:03:31,Messenger RNA (#mRNA) #COVID19 #vaccines: The #Moderna and #PfizerBioNTech vaccines are very effective in real-worl… https://t.co/shtwDDb7OW,"['mRNA', 'COVID19', 'vaccines', 'Moderna', 'PfizerBioNTech']",LinkedIn,0,0,False
1351772095554998273,Juan Antonio Llorente Gómez,"El Espino, La Chorrera, Panamá",CUENTA PERSONAL 32 años. Panameño. #Aries Soltero. No tengo hijos. Estudio Inglés. Tuiteo para expresarme libremente. Sometimes I tweet & retweet in English.,2012-12-31 23:49:45,1058,701,13697,False,2021-01-20 06:02:36,"#BREAKING 🌎

#Panama 🇵🇦 has just received 12,840 doses of the #PfizerBioNTech Vaccine. 💉
#PanavaC19 #LlegadaVacunas… https://t.co/UkwvXaDYez","['BREAKING', 'Panama', 'PfizerBioNTech', 'PanavaC19', 'LlegadaVacunas']",Twitter for Android,2,2,False
1396502769876586499,Naveed Afzal,"Massachusetts, USA","Data Science & Analytics | AI | Strategy & Leadership | Ph.D. | A proud Pakistani-American who wants to see a progressive, corruption-free & peaceful Pakistan.",2009-06-30 08:12:05,101,47,9457,False,2021-05-23 16:26:20,"Alhumdulillah! Fully vaccinated. Please get vaccinated, protect yourself &amp; your loved ones. #vaccinated… https://t.co/sm8qtf3f3n",['vaccinated'],Twitter for iPhone,0,2,False
1376205257823322120,Dr. Leah Geer,"Sacramento, CA","Native New Mexican, linguist, deaf Associate Professor @coesacstate, co-author ASL at Home, queer, she/her, on Nisenan Land",2012-08-20 20:00:40,764,916,16099,False,2021-03-28 16:11:16,21 hours status post #PfizerBiontech vaccine. My arm (like from my shoulder down to my elbow) hurts like hell but o… https://t.co/C5BzjiZbjo,['PfizerBiontech'],Twitter for iPad,0,3,False
1425799594957590531,Tracy Hackshaw,Trinidad & Tobago,#DigitalFirst | Our Future is NOW. OWN the Future. | RT/Shares = 'look at this' & DO NOT = endorsement. Nor do Likes/Follows | https://t.co/8MkfeZ7evJ | 🇹🇹,2008-02-04 19:36:59,1020,253,9492,False,2021-08-12 12:41:28,"The #USGovernment donation of 305,270 doses of the #Pfizer vaccine has arrived in #TrinidadandTobago.… https://t.co/fsjqKbMQXF","['USGovernment', 'Pfizer', 'TrinidadandTobago']",Twitter for Android,1,0,False
1338404433852510209,Financial Mirror,Cyprus,"Cyprus business news & solutions provider, est. 1993 #FMcy",2010-09-29 08:17:16,4716,4660,5462,False,2020-12-14 08:44:18,US began shipments of #Covid19 #PfizerBioNTech #vaccine Sunday following final CDC approval. While #pandemic is far… https://t.co/AwDK69gkJB,"['Covid19', 'PfizerBioNTech', 'vaccine', 'pandemic']",Twitter Web App,0,1,False
1361654917618892804,SUR in English,"Malaga, Spain","SUR in English, the English-language newspaper for Southern Spain.",2012-10-09 12:42:00,5579,630,231,False,2021-02-16 12:33:25,"#Spain delivers almost half a million new doses of the #PfizerBioNTech vaccine to the regions

The Government has g… https://t.co/2OgwLj6xxs","['Spain', 'PfizerBioNTech']",TweetDeck,1,0,False
1431229129140195332,Mike Stevens,"Richmond, VA",ID doctor & Professor of Medicine @VCU interested in Antimicrobial Stewardship & Infection Prevention; views are my own; Follow or RT ≠ endorsement,2012-11-16 20:28:18,4560,2580,15032,True,2021-08-27 12:16:29,Check out this great @NEJM article looking at data on safety of the #PfizerBiontech #COVID19 vaccine in Israel (inc… https://t.co/aFqIj0dFCt,"['PfizerBiontech', 'COVID19']",Twitter for iPad,10,38,False
1352579481563787270,$ɨďŢh€ΡĄЯЯ๏Ţ😜🤩,United Kingdom,join me on my #twitter journey #sidslife #sidTHEparrot 🐦 #SQUID 🦑 #crazygrey 👌🏻#OnePottyMouthedParrot 😈 please don’t steal my videos! retweet yes steal No!,2016-09-26 19:56:47,3846,2444,41937,False,2021-01-22 11:30:52,My lady human just had her first #COVID19 #vaccine 💉 did she do the right thing #WhoKnows But for the sake of her j… https://t.co/TlQgnFW2rf,"['COVID19', 'vaccine', 'WhoKnows']",Twitter for iPhone,0,25,False
